country,handle,display_name,followers_estimate,bio_snippet,profile_url,why_relevant,niche,source_urls,discovered_at,created_at,,,,
UAE,@XauusdSignal,Xauusd Signal,,"Dubai traders know — discipline beats prediction. DM ""GOLD"" for premium XAUUSD signals. #XAUUSD #Gold #DubaiTraders # ...Read more",https://x.com/XauusdSignal,UAE forex/gold creator — Xauusd Signal (@XauusdSignal) / Posts / X,forex-gold-signals,"[""https://x.com/XauusdSignal""]",2026-06-26 13:31:27.574795+00,2026-06-26 13:31:27.574795+00,,,2026-06-26 13:41:02.28892+00,2026-06-26 13:41:02.28892+00
UAE,@Fci_Futures,Divyesh Lapalikar | Gold & Dollar Analyst,,Jun 17. #XAUUSD #Gold – Drops Over $160 After Kevin Warsh's First Hawkish FOMC! Fed signals a more hawkish stance with one rate hike expected in 2026 ...,https://x.com/Fci_Futures,UAE forex/gold creator — Divyesh Lapalikar | Gold & Dollar Analyst (@Fci_Futures) / Posts / X,forex-gold-signals,"[""https://x.com/Fci_Futures""]",2026-06-26 13:40:56.696808+00,2026-06-26 13:40:56.696808+00,,,2026-06-26 13:31:27.574795+00,2026-06-26 13:31:27.574795+00
France,@ChananaCharu,Charu Chanana,,"Charu shared her perspectives on what 2026 could mean for global financial markets en France, notre analyste @ChananaCharu, Today's macro and ...",https://x.com/ChananaCharu,France forex/gold creator — Charu Chanana (@ChananaCharu) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/ChananaCharu""]",2026-06-26 13:41:04.149187+00,2026-06-26 13:41:04.149187+00,,,2026-06-26 13:40:56.696808+00,2026-06-26 13:40:56.696808+00
France,@forexive,FOREXIVE,,Why does almost every trader have XAUUSD on their watchlist? Best answer gets a FREE 10K Challenge Account. 55. 9. 44. 2625 ·. FOREXIVE profile.,https://x.com/forexive,France forex/gold creator — FOREXIVE (@forexive) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/forexive""]",2026-06-26 13:41:00.780306+00,2026-06-26 13:41:00.780306+00,,,2026-06-26 13:41:04.149187+00,2026-06-26 13:41:04.149187+00
Italy,@cantonfair,Canton Fair,,My Canton Fair Story: American influencer Chloe Jade visited the 139th Canton Fair Pre-registration for overseas buyers is open. Visit the Canton Fair ...,https://x.com/cantonfair,Italy forex/gold creator — Canton Fair (@cantonfair) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/cantonfair""]",2026-06-26 13:40:42.251993+00,2026-06-26 13:40:42.251993+00,,,2026-06-26 13:41:00.780306+00,2026-06-26 13:41:00.780306+00
Saudi Arabia,@expert_austin,RoyalFXSignals,,"#XAUUSD #Gold – 4H #SMC $Gold continues to trade in a strong bearish trend, maintaining a sequence of lower highs and lower lows while remaining below key ...",https://x.com/expert_austin,Saudi Arabia forex/gold creator — RoyalFXSignals (@expert_austin) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/expert_austin""]",2026-06-26 13:41:10.339436+00,2026-06-26 13:41:10.339436+00,,,2026-06-26 13:40:42.251993+00,2026-06-26 13:40:42.251993+00
UAE,@AetramFinserv,Aetram Finserv,,"Aetram Finserv. AetramFinserv. Location: Dubai ... Traders are watching USD strength, yield movement, and geopolitical updates as XAUUSD stays under pressure.Read more",https://x.com/AetramFinserv,UAE forex/gold creator — Aetram Finserv (@AetramFinserv) / Posts / X,forex-gold-signals,"[""https://x.com/AetramFinserv""]",2026-06-26 13:31:27.93859+00,2026-06-26 13:31:27.93859+00,,,2026-06-26 13:41:10.339436+00,2026-06-26 13:41:10.339436+00
UAE,@Javed_xau,Javed Khan,,"Forex Trader | Market. Sharing charts, tips & strategies. BUY GOLD @ 4105–4107 📈 For Stoploss & Take Profit For Free #Gold #XAUUSD au Nov 11 #Gold jumps 3. ...",https://x.com/Javed_xau,UAE forex/gold creator — Javed Khan (@Javed_xau) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/Javed_xau""]",2026-06-26 13:40:58.618711+00,2026-06-26 13:40:58.618711+00,,,2026-06-26 13:31:27.93859+00,2026-06-26 13:31:27.93859+00
Germany,@KagelsTrading,Karsten Kagels,,"KagelsTrading Location: Berlin, Deutschland Website: https://www.kagels-trading.de. Forex und Futures. WTI & Brent Chartanalyse Ölpreisprognose",https://x.com/KagelsTrading,Germany forex/gold creator — Karsten Kagels (@KagelsTrading) / Posts / X,forex-gold-signals,"[""https://x.com/KagelsTrading""]",2026-06-26 13:40:51.531594+00,2026-06-26 13:40:51.531594+00,,,2026-06-26 13:40:58.618711+00,2026-06-26 13:40:58.618711+00
Canada,@JKB416902,Jenn Burns,,"Market structure matters in #gold and every other commodity, now more than ever. Abaxx Singapore gold futures on @abaxx_exchange, coming imminently to a theater ...",https://x.com/JKB416902,Canada forex/gold creator — Jenn Burns (@JKB416902) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/JKB416902""]",2026-06-26 13:40:35.404295+00,2026-06-26 13:40:35.404295+00,,,2026-06-26 13:40:51.531594+00,2026-06-26 13:40:51.531594+00
UK,@XauusdJohn,John,,"XAUUSD Traders, Are You Ready? Daily Gold Signals High-Probability Setups Market Analysis & Insights ICT & SMC Strategies ⚡ 12+ Years of Trading ...",https://x.com/XauusdJohn,UK forex/gold creator — John (@XauusdJohn) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/XauusdJohn""]",2026-06-26 13:41:14.925018+00,2026-06-26 13:41:14.925018+00,,,2026-06-26 13:40:35.404295+00,2026-06-26 13:40:35.404295+00
France,@CaVardhanCa,TrendSniperStocks - Vardhan,,No backtests. No edited charts. No “could have been” trades. 100 REAL trades in LIVE market. ✔️ Shared in real time with 500+ traders on Telegram,https://x.com/CaVardhanCa,France forex/gold creator — TrendSniperStocks - Vardhan (@CaVardhanCa) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/CaVardhanCa""]",2026-06-26 13:41:01.13034+00,2026-06-26 13:41:01.13034+00,,,2026-06-26 13:41:14.925018+00,2026-06-26 13:41:14.925018+00
UAE,@james_bentleyfx,James Bentley,,Our community of traders in UAE just keeps growing. It's been a while since I've been this hands on coaching traders of all levels one 2 one and I ...Read more,https://x.com/james_bentleyfx,UAE forex/gold creator — James Bentley (@james_bentleyfx) / Posts / X,forex-gold-signals,"[""https://x.com/james_bentleyfx""]",2026-06-26 13:31:25.047997+00,2026-06-26 13:31:25.047997+00,,,2026-06-26 13:41:01.13034+00,2026-06-26 13:41:01.13034+00
UAE,@PipsPulseFX01,Pips Pulse FX,,Pips Pulse FX (@PipsPulseFX01) - Posts - Gold trader: Join My FREE SIGNALS here You Will Get Free & Fast Signals Of #gold / #XAUUSD . #Pi.,https://x.com/PipsPulseFX01,UAE forex/gold creator — Pips Pulse FX (@PipsPulseFX01) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/PipsPulseFX01""]",2026-06-26 13:40:56.172279+00,2026-06-26 13:40:56.172279+00,,,2026-06-26 13:31:25.047997+00,2026-06-26 13:31:25.047997+00
Canada,@GoldPredictors,Gold Predictors,,"Forecasting the Next Move in Precious Metals ( #gold, #silver) Markets by Industry Experts and Research/Financial Analysts. Contact: support@goldpredictors.com ...",https://x.com/GoldPredictors,Canada forex/gold creator — Gold Predictors (@GoldPredictors) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/GoldPredictors""]",2026-06-26 13:40:32.739168+00,2026-06-26 13:40:32.739168+00,,,2026-06-26 13:40:56.172279+00,2026-06-26 13:40:56.172279+00
Saudi Arabia,@expert_golden,Golden Expert,,"Golden Expert (@expert_golden) - Posts - At Golden expert, we value and undertake constructive thinking about financial markets. | X (formerly Twitter)",https://x.com/expert_golden,Saudi Arabia forex/gold creator — Golden Expert (@expert_golden) / Posts / X,forex-gold-signals,"[""https://x.com/expert_golden""]",2026-06-26 13:41:06.652057+00,2026-06-26 13:41:06.652057+00,,,2026-06-26 13:40:32.739168+00,2026-06-26 13:40:32.739168+00
France,@Forex_Central,Forex Central,5626,"Location: Paris, France. Website: http://www.forex-central.net. Joined: Apr 20, 2010. 4070Posts. 1710Following. 5626Followers. Professional forex trader. I love ...",https://x.com/Forex_Central,France forex/gold creator — Forex Central (@Forex_Central) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/Forex_Central""]",2026-06-26 13:31:29.991296+00,2026-06-26 13:31:29.991296+00,,,2026-06-26 13:41:06.652057+00,2026-06-26 13:41:06.652057+00
Canada,@learntotradecom,Learn-To-Trade.com,,Contact Learn-To-Trade.com to learn more about our trading courses in Toronto and register for our free seminars and workshops on the stock and forex markets.,https://x.com/learntotradecom,Canada forex/gold creator — Learn-To-Trade.com (@learntotradecom) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/learntotradecom""]",2026-06-26 13:31:14.514231+00,2026-06-26 13:31:14.514231+00,,,2026-06-26 13:31:29.991296+00,2026-06-26 13:31:29.991296+00
France,@francescoxio,FRANCESCO,,"Discipline over dopamine. Sharing what I learn about mindset, trading and life. FX trader. EURUSD maximalist. Posts.",https://x.com/francescoxio,France forex/gold creator — FRANCESCO (@francescoxio) / Posts / X,forex-gold-signals,"[""https://x.com/francescoxio""]",2026-06-26 13:31:29.809339+00,2026-06-26 13:31:29.809339+00,,,2026-06-26 13:31:14.514231+00,2026-06-26 13:31:14.514231+00
Poland,@rafal_zaorski,Rafał Zaorski,,Odpaliłem analitykę sentymentów BTC w @bigshortbets. Codziennie miedzy 1 w nocy a 9 rano(otwarcie sesji europejskich) badamy sentymenty na BTC traderów na ...,https://x.com/rafal_zaorski,Poland forex/gold creator — Rafał Zaorski (@rafal_zaorski) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/rafal_zaorski""]",2026-06-26 13:41:18.422443+00,2026-06-26 13:41:18.422443+00,,,2026-06-26 13:31:29.809339+00,2026-06-26 13:31:29.809339+00
Germany,@TradersCorner,Garth Mackenzie,,"Julian Komar is based in northern Germany, near Hamburg. I've wante ... Marc Walton Forex trader & mentor profile. Marc Walton Forex trader & mentor.",https://x.com/TradersCorner,Germany forex/gold creator — Garth Mackenzie (@TradersCorner) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/TradersCorner""]",2026-06-26 13:31:21.398527+00,2026-06-26 13:31:21.398527+00,,,2026-06-26 13:41:18.422443+00,2026-06-26 13:41:18.422443+00
Italy,@SinuseJ,Rashmi Bharat,,"XAUUSD PREMIUM SIGNALS. Recommendation and Signals for every trader. Professional team and professional skills. Certified Financial Analyst (CFA, FRM) . t.me.",https://x.com/SinuseJ,Italy forex/gold creator — Rashmi Bharat (@SinuseJ) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/SinuseJ""]",2026-06-26 13:40:38.736218+00,2026-06-26 13:40:38.736218+00,,,2026-06-26 13:31:21.398527+00,2026-06-26 13:31:21.398527+00
Poland,@Ichimoku_eu,Ichimoku Ltd.,,"Gold; Czas operacji 06-09 czerwca. Aktywacja EA po otwarciu rynku USA. Trzy niezależne od siebie operacje, poprowadzone przez EA ""Trouble Buster"" z celem 4TP.",https://x.com/Ichimoku_eu,Poland forex/gold creator — Ichimoku Ltd. (@Ichimoku_eu) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/Ichimoku_eu""]",2026-06-26 13:41:18.217921+00,2026-06-26 13:41:18.217921+00,,,2026-06-26 13:40:38.736218+00,2026-06-26 13:40:38.736218+00
UAE,@vikinsa,Vik Aggarwal,,"Free Analysis, Updates from Vik including trade setups, lessons & articles. Commodities ✅ Indices ✅ Stocks. Watch my free analysis on youtube , GOLD, BITCOIN ...",https://x.com/vikinsa,UAE forex/gold creator — Vik Aggarwal (@vikinsa) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/vikinsa""]",2026-06-26 13:40:59.142162+00,2026-06-26 13:40:59.142162+00,,,2026-06-26 13:41:18.217921+00,2026-06-26 13:41:18.217921+00
UAE,@AccuIndex,AccuIndex,,"Dubai - United Arab Emirates (XAU/USD) climbing to the $3,870 level during Asian trading hours. fresh signals from the US Federal Reserve.",https://x.com/AccuIndex,UAE forex/gold creator — AccuIndex (@AccuIndex) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/AccuIndex""]",2026-06-26 13:40:55.822639+00,2026-06-26 13:40:55.822639+00,,,2026-06-26 13:40:59.142162+00,2026-06-26 13:40:59.142162+00
Saudi Arabia,@xauusd__expert_,zia,,"Forex, Commodities & Indices Expert | Trusted Signal Provider | Real-Time Updates | Helping Traders Maximize Profits | DM for Inquiries",https://x.com/xauusd__expert_,Saudi Arabia forex/gold creator — zia (@xauusd__expert_) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/xauusd__expert_""]",2026-06-26 13:31:33.141604+00,2026-06-26 13:31:33.141604+00,,,2026-06-26 13:40:55.822639+00,2026-06-26 13:40:55.822639+00
Germany,@Leizltrader,Leizl,,"Location: Hamburg, Germany. Xauusd since 2024. still a beginner trader and still learning . Trading with #EURUSD #XAAUSD bank 80% on first impulse",https://x.com/Leizltrader,Germany forex/gold creator — Leizl (@Leizltrader) / Posts / X,forex-gold-signals,"[""https://x.com/Leizltrader""]",2026-06-26 13:31:23.505529+00,2026-06-26 13:31:23.505529+00,,,2026-06-26 13:31:33.141604+00,2026-06-26 13:31:33.141604+00
Poland,@Davel3098534103,DaLe,,"Złoto spadło o ponad 1,3% do ok. 4139 USD za uncję po wyprzedaży spółek AI, która skierowała kapitał do dolara. Dodatkowo metalowi ciążyły oczekiwania ...",https://x.com/Davel3098534103,Poland forex/gold creator — DaLe (@Davel3098534103) / Posts / X,forex-gold-signals,"[""https://x.com/Davel3098534103""]",2026-06-26 13:41:20.752826+00,2026-06-26 13:41:20.752826+00,,,2026-06-26 13:31:23.505529+00,2026-06-26 13:31:23.505529+00
UAE,@KamaCapital,Kama Capital,,"Intraday indicators are mixed, suggesting caution, but the bullish outlook remains valid above the pivot level. #Gold #XAUUSD #Trading #Commodities #Markets.",https://x.com/KamaCapital,UAE forex/gold creator — Kama Capital (@KamaCapital) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/KamaCapital""]",2026-06-26 13:40:56.346773+00,2026-06-26 13:40:56.346773+00,,,2026-06-26 13:41:20.752826+00,2026-06-26 13:41:20.752826+00
Canada,@ThePivotQueen,ThePivotQueen,,Gold is at the B pivot. Gold Futures (Block Cluster Area) More details on Gold in the video below. Sign-Up To TheBesTTraders Traders Community at No Cost,https://x.com/ThePivotQueen,Canada forex/gold creator — ThePivotQueen (@ThePivotQueen) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/ThePivotQueen""]",2026-06-26 13:40:35.58009+00,2026-06-26 13:40:35.58009+00,,,2026-06-26 13:40:56.346773+00,2026-06-26 13:40:56.346773+00
UAE,@DGCX,DGCX,,"The Dubai Gold & Commodities Exchange (DGCX) recorded its highest daily gold futures volume in six years, with nearly 5,000 lots traded in a single session,",https://x.com/DGCX,UAE forex/gold creator — DGCX (@DGCX) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/DGCX""]",2026-06-26 13:31:26.60604+00,2026-06-26 13:31:26.60604+00,,,2026-06-26 13:40:35.58009+00,2026-06-26 13:40:35.58009+00
Saudi Arabia,@aarzu04625061,Forex and Comex,,"I am an analyst in #forex and #comex . We provide signal in forex , comex and indices. We have an expert research team with great knowledge ...",https://x.com/aarzu04625061,Saudi Arabia forex/gold creator — Forex and Comex (@aarzu04625061) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/aarzu04625061""]",2026-06-26 13:41:08.638942+00,2026-06-26 13:41:08.638942+00,,,2026-06-26 13:31:26.60604+00,2026-06-26 13:31:26.60604+00
Saudi Arabia,@bndr0569279322,🇯🇵XAUUSD🇯🇵,,XAUUSD     @JAPANXAUUSD (@bndr0569279322) - Posts - I am a Japanese XAUUSD trader.     2018年からトレードで15億稼ぎました。 | X (formerly Twitter),https://x.com/bndr0569279322,Saudi Arabia forex/gold creator — 🇯🇵XAUUSD🇯🇵 @JAPANXAUUSD (@bndr0569279322) / Posts ...,forex-gold-signals,"[""https://x.com/bndr0569279322""]",2026-06-26 13:31:34.109402+00,2026-06-26 13:31:34.109402+00,,,2026-06-26 13:41:08.638942+00,2026-06-26 13:41:08.638942+00
UAE,@GoldTradeDubai,Gold Trade,,Gold price declining for last 3 weeks. #GoldPrice reach very near to AED 600 /gm mark. Dubai Jan 16 Spot #goldprice trading near $4600 per ounce.,https://x.com/GoldTradeDubai,UAE forex/gold creator — Gold Trade (@GoldTradeDubai) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/GoldTradeDubai""]",2026-06-26 13:31:26.419077+00,2026-06-26 13:31:26.419077+00,,,2026-06-26 13:31:34.109402+00,2026-06-26 13:31:34.109402+00
Canada,@Karpyperth,Steve Karp,,Abaxx is also set to launch a Gold Futures contract and a Gold Spot market using the 1kg size with Singapore delivery. This allows further ...,https://x.com/Karpyperth,Canada forex/gold creator — Steve Karp (@Karpyperth) / Posts / X,forex-gold-signals,"[""https://x.com/Karpyperth""]",2026-06-26 13:40:34.846362+00,2026-06-26 13:40:34.846362+00,,,2026-06-26 13:31:26.419077+00,2026-06-26 13:31:26.419077+00
Poland,@CryptoStasiak,Crypto Stasiak,,Crypto Stasiak (@CryptoStasiak) - Posts - ▫️ Trader/Analityk ▫️ Przedsiębiorca ▫️ YouTube ▫️ W Krypto od 2017 Dołącz do mojej bezpłatnej .,https://x.com/CryptoStasiak,Poland forex/gold creator — Crypto Stasiak (@CryptoStasiak) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/CryptoStasiak""]",2026-06-26 13:41:19.863114+00,2026-06-26 13:41:19.863114+00,,,2026-06-26 13:40:34.846362+00,2026-06-26 13:40:34.846362+00
France,@LaunayVinc,Vincent Launay,,"Vincent Launay (@LaunayVinc) - Posts - Trader, investisseur et analyste indépendant #Bourse #Forex #Cryptos | X (formerly Twitter)",https://x.com/LaunayVinc,France forex/gold creator — Vincent Launay (@LaunayVinc) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/LaunayVinc""]",2026-06-26 13:41:04.674184+00,2026-06-26 13:41:04.674184+00,,,2026-06-26 13:41:19.863114+00,2026-06-26 13:41:19.863114+00
Canada,@KitcoNewsNOW,Kitco NEWS,,"Kitco News: The leading global source for precious metals, crypto, mining, and market news. Expert analysis, exclusive interviews, & in-depth ...",https://x.com/KitcoNewsNOW,Canada forex/gold creator — Kitco NEWS (@KitcoNewsNOW) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/KitcoNewsNOW""]",2026-06-26 13:40:32.556045+00,2026-06-26 13:40:32.556045+00,,,2026-06-26 13:41:04.674184+00,2026-06-26 13:41:04.674184+00
UAE,@fuaadhh,Fuaadh,,"$70,000 In Under 6 Months Trading Forex with AlphaCapital. Time stamps00:00 Intro00:06 Meet Hamza00:24 $70K Profit01:02 St... www.youtube.com.Read more",https://x.com/fuaadhh,UAE forex/gold creator — Fuaadh (@fuaadhh) / Posts / X,forex-gold-signals,"[""https://x.com/fuaadhh""]",2026-06-26 13:31:24.675013+00,2026-06-26 13:31:24.675013+00,,,2026-06-26 13:40:32.556045+00,2026-06-26 13:40:32.556045+00
UAE,@Raveena_Invests,Raveena,,"#XAUUSD is facing rejection near resistance, showing early #bearish pressure. Below key levels, expect continuation toward 4430–4400 while upside remains capped ...",https://x.com/Raveena_Invests,UAE forex/gold creator — Raveena (@Raveena_Invests) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/Raveena_Invests""]",2026-06-26 13:40:55.472907+00,2026-06-26 13:40:55.472907+00,,,2026-06-26 13:31:24.675013+00,2026-06-26 13:31:24.675013+00
UK,@DavidBitar1,David Bitar,,"$xauusd Daily structure remains bearish. The recent rebound appears corrective rather than impulsive. Unless buyers can reclaim and hold above key resistance, ...",https://x.com/DavidBitar1,UK forex/gold creator — David Bitar (@DavidBitar1) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/DavidBitar1""]",2026-06-26 13:41:11.633835+00,2026-06-26 13:41:11.633835+00,,,2026-06-26 13:40:55.472907+00,2026-06-26 13:40:55.472907+00
Canada,@Alice__xauusd,Alice_XAUUSD,,"Master the market、 layout ahead , Global foreign exchange financial analyst 9 years experience as a Financial analyst （ #XAUUSD #gold #forex）. Posts.",https://x.com/Alice__xauusd,Canada forex/gold creator — Alice_XAUUSD (@Alice__xauusd) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/Alice__xauusd""]",2026-06-26 13:40:31.834728+00,2026-06-26 13:40:31.834728+00,,,2026-06-26 13:41:11.633835+00,2026-06-26 13:41:11.633835+00
Canada,@SWGoldReport,The Gold Report,,"The Gold Report, by Streetwise Reports, features the leading investment coverage of gold, silver, platinum, other precious metals, critical metals & base ...",https://x.com/SWGoldReport,Canada forex/gold creator — The Gold Report (@SWGoldReport) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/SWGoldReport""]",2026-06-26 13:31:16.356159+00,2026-06-26 13:31:16.356159+00,,,2026-06-26 13:40:31.834728+00,2026-06-26 13:40:31.834728+00
Germany,@kathylienfx,Kathy Lien,,Kathy Lien (@kathylienfx) - Posts - Youngest Prop Trader Ever at JPMorgan 20+ Years Trading Author of 6 Trading Books Macro Tradi.,https://x.com/kathylienfx,Germany forex/gold creator — Kathy Lien (@kathylienfx) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/kathylienfx""]",2026-06-26 13:31:21.030598+00,2026-06-26 13:31:21.030598+00,,,2026-06-26 13:31:16.356159+00,2026-06-26 13:31:16.356159+00
,,,,Germany,@kathylienfx,Kathy Lien,,Kathy Lien (@kathylienfx) - Posts - Youngest Prop Trader Ever at JPMorgan 20+ Years Trading Author of 6 Trading Books Macro Tradi.,https://x.com/kathylienfx,Germany forex/gold creator — Kathy Lien (@kathylienfx) / Posts / X - Twitter,forex-gold-signals,"[""https://x.com/kathylienfx""]",2026-06-26 13:31:21.030598+00,2026-06-26 13:31:21.030598+00
